query_id,alumni_id,nim,prodi,angkatan,platform_target,query_text,query_type,created_at,scheduler_batch_id
Q-0014141,ALM-2020-04-029,202004029,Teknik Sipil,2020,Web Umum,"""Zahra Intan Kusuma"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-07-12,BATCH-2020-W40
Q-0014142,ALM-2020-04-029,202004029,Teknik Sipil,2020,Web Umum,"""Zahra Intan Kusuma"" ""Teknik Sipil"" ""UMM""",identity_major,2025-03-09,BATCH-2020-W40
Q-0014143,ALM-2020-04-029,202004029,Teknik Sipil,2020,Google Scholar,"""Zahra Intan Kusuma"" site:scholar.google.com",academic_profile,2024-07-28,BATCH-2020-W40
Q-0014144,ALM-2020-04-029,202004029,Teknik Sipil,2020,ORCID,"""Zahra Intan Kusuma"" ORCID",research_profile,2025-03-16,BATCH-2020-W40
Q-0014145,ALM-2020-04-029,202004029,Teknik Sipil,2020,LinkedIn,"""Zahra Intan Kusuma"" ""Engineer"" ""Malang""",career_context,2025-07-20,BATCH-2020-W40
Q-0014146,ALM-2020-04-030,202004030,Teknik Sipil,2020,Web Umum,"""Melati Intan Wijaya"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2024-10-22,BATCH-2020-W43
Q-0014147,ALM-2020-04-030,202004030,Teknik Sipil,2020,Web Umum,"""Melati Intan Wijaya"" ""Teknik Sipil"" ""UMM""",identity_major,2024-10-08,BATCH-2020-W43
Q-0014148,ALM-2020-04-030,202004030,Teknik Sipil,2020,Google Scholar,"""Melati Intan Wijaya"" site:scholar.google.com",academic_profile,2025-08-19,BATCH-2020-W43
Q-0014149,ALM-2020-04-030,202004030,Teknik Sipil,2020,ORCID,"""Melati Intan Wijaya"" ORCID",research_profile,2024-05-25,BATCH-2020-W43
Q-0014150,ALM-2020-04-030,202004030,Teknik Sipil,2020,LinkedIn,"""Melati Intan Wijaya"" ""Consultant"" ""Malang""",career_context,2024-02-23,BATCH-2020-W43
Q-0014151,ALM-2020-04-031,202004031,Teknik Sipil,2020,Web Umum,"""Hafiz Rendra Maulana"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-01-04,BATCH-2020-W40
Q-0014152,ALM-2020-04-031,202004031,Teknik Sipil,2020,Web Umum,"""Hafiz Rendra Maulana"" ""Teknik Sipil"" ""UMM""",identity_major,2025-06-14,BATCH-2020-W40
Q-0014153,ALM-2020-04-031,202004031,Teknik Sipil,2020,Google Scholar,"""Hafiz Rendra Maulana"" site:scholar.google.com",academic_profile,2025-11-23,BATCH-2020-W40
Q-0014154,ALM-2020-04-031,202004031,Teknik Sipil,2020,ORCID,"""Hafiz Rendra Maulana"" ORCID",research_profile,2024-09-08,BATCH-2020-W40
Q-0014155,ALM-2020-04-031,202004031,Teknik Sipil,2020,LinkedIn,"""Hafiz Rendra Maulana"" ""Consultant"" ""Malang""",career_context,2024-06-08,BATCH-2020-W40
Q-0014156,ALM-2020-04-032,202004032,Teknik Sipil,2020,Web Umum,"""Farhan Dinda Putra"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-06-07,BATCH-2020-W34
Q-0014157,ALM-2020-04-032,202004032,Teknik Sipil,2020,Web Umum,"""Farhan Dinda Putra"" ""Teknik Sipil"" ""UMM""",identity_major,2026-10-13,BATCH-2020-W34
Q-0014158,ALM-2020-04-032,202004032,Teknik Sipil,2020,Google Scholar,"""Farhan Dinda Putra"" site:scholar.google.com",academic_profile,2026-11-10,BATCH-2020-W34
Q-0014159,ALM-2020-04-032,202004032,Teknik Sipil,2020,ORCID,"""Farhan Dinda Putra"" ORCID",research_profile,2026-07-04,BATCH-2020-W34
Q-0014160,ALM-2020-04-032,202004032,Teknik Sipil,2020,LinkedIn,"""Farhan Dinda Putra"" ""Software Engineer"" ""Malang""",career_context,2026-08-27,BATCH-2020-W34
Q-0014161,ALM-2020-04-033,202004033,Teknik Sipil,2020,Web Umum,"""Reza Putri Kurniawan"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2024-03-02,BATCH-2020-W52
Q-0014162,ALM-2020-04-033,202004033,Teknik Sipil,2020,Web Umum,"""Reza Putri Kurniawan"" ""Teknik Sipil"" ""UMM""",identity_major,2025-11-17,BATCH-2020-W52
Q-0014163,ALM-2020-04-033,202004033,Teknik Sipil,2020,Google Scholar,"""Reza Putri Kurniawan"" site:scholar.google.com",academic_profile,2026-05-02,BATCH-2020-W52
Q-0014164,ALM-2020-04-033,202004033,Teknik Sipil,2020,ORCID,"""Reza Putri Kurniawan"" ORCID",research_profile,2025-06-18,BATCH-2020-W52
Q-0014165,ALM-2020-04-033,202004033,Teknik Sipil,2020,LinkedIn,"""Reza Putri Kurniawan"" ""Software Engineer"" ""Malang""",career_context,2026-04-20,BATCH-2020-W52
Q-0014166,ALM-2020-04-034,202004034,Teknik Sipil,2020,Web Umum,"""Rani Rendra Rahmawati"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-11-28,BATCH-2020-W33
Q-0014167,ALM-2020-04-034,202004034,Teknik Sipil,2020,Web Umum,"""Rani Rendra Rahmawati"" ""Teknik Sipil"" ""UMM""",identity_major,2026-02-12,BATCH-2020-W33
Q-0014168,ALM-2020-04-034,202004034,Teknik Sipil,2020,Google Scholar,"""Rani Rendra Rahmawati"" site:scholar.google.com",academic_profile,2026-09-02,BATCH-2020-W33
Q-0014169,ALM-2020-04-034,202004034,Teknik Sipil,2020,ORCID,"""Rani Rendra Rahmawati"" ORCID",research_profile,2024-01-11,BATCH-2020-W33
Q-0014170,ALM-2020-04-034,202004034,Teknik Sipil,2020,LinkedIn,"""Rani Rendra Rahmawati"" ""Software Engineer"" ""Malang""",career_context,2026-11-27,BATCH-2020-W33
Q-0014171,ALM-2020-04-035,202004035,Teknik Sipil,2020,Web Umum,"""Rani Laila Permata"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-03-02,BATCH-2020-W33
Q-0014172,ALM-2020-04-035,202004035,Teknik Sipil,2020,Web Umum,"""Rani Laila Permata"" ""Teknik Sipil"" ""UMM""",identity_major,2026-06-11,BATCH-2020-W33
Q-0014173,ALM-2020-04-035,202004035,Teknik Sipil,2020,Google Scholar,"""Rani Laila Permata"" site:scholar.google.com",academic_profile,2026-01-15,BATCH-2020-W33
Q-0014174,ALM-2020-04-035,202004035,Teknik Sipil,2020,ORCID,"""Rani Laila Permata"" ORCID",research_profile,2026-09-21,BATCH-2020-W33
Q-0014175,ALM-2020-04-035,202004035,Teknik Sipil,2020,LinkedIn,"""Rani Laila Permata"" ""Analyst"" ""Malang""",career_context,2025-01-15,BATCH-2020-W33
Q-0014176,ALM-2020-04-036,202004036,Teknik Sipil,2020,Web Umum,"""Nabila Aulia Ramadhan"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-06-02,BATCH-2020-W37
Q-0014177,ALM-2020-04-036,202004036,Teknik Sipil,2020,Web Umum,"""Nabila Aulia Ramadhan"" ""Teknik Sipil"" ""UMM""",identity_major,2025-05-09,BATCH-2020-W37
Q-0014178,ALM-2020-04-036,202004036,Teknik Sipil,2020,Google Scholar,"""Nabila Aulia Ramadhan"" site:scholar.google.com",academic_profile,2024-01-02,BATCH-2020-W37
Q-0014179,ALM-2020-04-036,202004036,Teknik Sipil,2020,ORCID,"""Nabila Aulia Ramadhan"" ORCID",research_profile,2026-06-17,BATCH-2020-W37
Q-0014180,ALM-2020-04-036,202004036,Teknik Sipil,2020,LinkedIn,"""Nabila Aulia Ramadhan"" ""Software Engineer"" ""Malang""",career_context,2026-06-02,BATCH-2020-W37
Q-0014181,ALM-2020-04-037,202004037,Teknik Sipil,2020,Web Umum,"""Muhammad Annisa Kurniawan"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-08-20,BATCH-2020-W23
Q-0014182,ALM-2020-04-037,202004037,Teknik Sipil,2020,Web Umum,"""Muhammad Annisa Kurniawan"" ""Teknik Sipil"" ""UMM""",identity_major,2026-11-22,BATCH-2020-W23
Q-0014183,ALM-2020-04-037,202004037,Teknik Sipil,2020,Google Scholar,"""Muhammad Annisa Kurniawan"" site:scholar.google.com",academic_profile,2024-11-22,BATCH-2020-W23
Q-0014184,ALM-2020-04-037,202004037,Teknik Sipil,2020,ORCID,"""Muhammad Annisa Kurniawan"" ORCID",research_profile,2026-12-28,BATCH-2020-W23
Q-0014185,ALM-2020-04-037,202004037,Teknik Sipil,2020,LinkedIn,"""Muhammad Annisa Kurniawan"" ""Engineer"" ""Malang""",career_context,2024-07-17,BATCH-2020-W23
Q-0014186,ALM-2020-04-038,202004038,Teknik Sipil,2020,Web Umum,"""Adit Dinda Santoso"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-11-25,BATCH-2020-W33
Q-0014187,ALM-2020-04-038,202004038,Teknik Sipil,2020,Web Umum,"""Adit Dinda Santoso"" ""Teknik Sipil"" ""UMM""",identity_major,2025-09-02,BATCH-2020-W33
Q-0014188,ALM-2020-04-038,202004038,Teknik Sipil,2020,Google Scholar,"""Adit Dinda Santoso"" site:scholar.google.com",academic_profile,2025-02-15,BATCH-2020-W33
Q-0014189,ALM-2020-04-038,202004038,Teknik Sipil,2020,ORCID,"""Adit Dinda Santoso"" ORCID",research_profile,2026-01-05,BATCH-2020-W33
Q-0014190,ALM-2020-04-038,202004038,Teknik Sipil,2020,LinkedIn,"""Adit Dinda Santoso"" ""Consultant"" ""Malang""",career_context,2025-12-20,BATCH-2020-W33
Q-0014191,ALM-2020-04-039,202004039,Teknik Sipil,2020,Web Umum,"""Siti Muhammad Puspitasari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-08-05,BATCH-2020-W33
Q-0014192,ALM-2020-04-039,202004039,Teknik Sipil,2020,Web Umum,"""Siti Muhammad Puspitasari"" ""Teknik Sipil"" ""UMM""",identity_major,2026-08-14,BATCH-2020-W33
Q-0014193,ALM-2020-04-039,202004039,Teknik Sipil,2020,Google Scholar,"""Siti Muhammad Puspitasari"" site:scholar.google.com",academic_profile,2024-11-20,BATCH-2020-W33
Q-0014194,ALM-2020-04-039,202004039,Teknik Sipil,2020,ORCID,"""Siti Muhammad Puspitasari"" ORCID",research_profile,2025-01-15,BATCH-2020-W33
Q-0014195,ALM-2020-04-039,202004039,Teknik Sipil,2020,LinkedIn,"""Siti Muhammad Puspitasari"" ""Software Engineer"" ""Malang""",career_context,2024-09-22,BATCH-2020-W33
Q-0014196,ALM-2020-04-040,202004040,Teknik Sipil,2020,Web Umum,"""Laila Safira Hidayat"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-01-09,BATCH-2020-W02
Q-0014197,ALM-2020-04-040,202004040,Teknik Sipil,2020,Web Umum,"""Laila Safira Hidayat"" ""Teknik Sipil"" ""UMM""",identity_major,2025-09-19,BATCH-2020-W02
Q-0014198,ALM-2020-04-040,202004040,Teknik Sipil,2020,Google Scholar,"""Laila Safira Hidayat"" site:scholar.google.com",academic_profile,2025-02-10,BATCH-2020-W02
Q-0014199,ALM-2020-04-040,202004040,Teknik Sipil,2020,ORCID,"""Laila Safira Hidayat"" ORCID",research_profile,2024-10-14,BATCH-2020-W02
Q-0014200,ALM-2020-04-040,202004040,Teknik Sipil,2020,LinkedIn,"""Laila Safira Hidayat"" ""Engineer"" ""Malang""",career_context,2026-04-13,BATCH-2020-W02
Q-0014201,ALM-2020-04-041,202004041,Teknik Sipil,2020,Web Umum,"""Andi Naufal Firmansyah"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-05-13,BATCH-2020-W13
Q-0014202,ALM-2020-04-041,202004041,Teknik Sipil,2020,Web Umum,"""Andi Naufal Firmansyah"" ""Teknik Sipil"" ""UMM""",identity_major,2025-10-18,BATCH-2020-W13
Q-0014203,ALM-2020-04-041,202004041,Teknik Sipil,2020,Google Scholar,"""Andi Naufal Firmansyah"" site:scholar.google.com",academic_profile,2025-05-10,BATCH-2020-W13
Q-0014204,ALM-2020-04-041,202004041,Teknik Sipil,2020,ORCID,"""Andi Naufal Firmansyah"" ORCID",research_profile,2026-11-18,BATCH-2020-W13
Q-0014205,ALM-2020-04-041,202004041,Teknik Sipil,2020,LinkedIn,"""Andi Naufal Firmansyah"" ""Analyst"" ""Malang""",career_context,2025-05-27,BATCH-2020-W13
Q-0014206,ALM-2020-04-042,202004042,Teknik Sipil,2020,Web Umum,"""Adit Ilham Kurniawan"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-05-10,BATCH-2020-W29
Q-0014207,ALM-2020-04-042,202004042,Teknik Sipil,2020,Web Umum,"""Adit Ilham Kurniawan"" ""Teknik Sipil"" ""UMM""",identity_major,2026-10-21,BATCH-2020-W29
Q-0014208,ALM-2020-04-042,202004042,Teknik Sipil,2020,Google Scholar,"""Adit Ilham Kurniawan"" site:scholar.google.com",academic_profile,2024-11-02,BATCH-2020-W29
Q-0014209,ALM-2020-04-042,202004042,Teknik Sipil,2020,ORCID,"""Adit Ilham Kurniawan"" ORCID",research_profile,2026-04-18,BATCH-2020-W29
Q-0014210,ALM-2020-04-042,202004042,Teknik Sipil,2020,LinkedIn,"""Adit Ilham Kurniawan"" ""Consultant"" ""Malang""",career_context,2025-05-17,BATCH-2020-W29
Q-0014211,ALM-2020-04-043,202004043,Teknik Sipil,2020,Web Umum,"""Dinda Rizka Firmansyah"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-04-01,BATCH-2020-W25
Q-0014212,ALM-2020-04-043,202004043,Teknik Sipil,2020,Web Umum,"""Dinda Rizka Firmansyah"" ""Teknik Sipil"" ""UMM""",identity_major,2026-11-12,BATCH-2020-W25
Q-0014213,ALM-2020-04-043,202004043,Teknik Sipil,2020,Google Scholar,"""Dinda Rizka Firmansyah"" site:scholar.google.com",academic_profile,2025-04-08,BATCH-2020-W25
Q-0014214,ALM-2020-04-043,202004043,Teknik Sipil,2020,ORCID,"""Dinda Rizka Firmansyah"" ORCID",research_profile,2025-12-28,BATCH-2020-W25
Q-0014215,ALM-2020-04-043,202004043,Teknik Sipil,2020,LinkedIn,"""Dinda Rizka Firmansyah"" ""Engineer"" ""Malang""",career_context,2026-02-07,BATCH-2020-W25
Q-0014216,ALM-2020-04-044,202004044,Teknik Sipil,2020,Web Umum,"""Laila Zahra Sari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-01-20,BATCH-2020-W46
Q-0014217,ALM-2020-04-044,202004044,Teknik Sipil,2020,Web Umum,"""Laila Zahra Sari"" ""Teknik Sipil"" ""UMM""",identity_major,2024-11-18,BATCH-2020-W46
Q-0014218,ALM-2020-04-044,202004044,Teknik Sipil,2020,Google Scholar,"""Laila Zahra Sari"" site:scholar.google.com",academic_profile,2024-10-13,BATCH-2020-W46
Q-0014219,ALM-2020-04-044,202004044,Teknik Sipil,2020,ORCID,"""Laila Zahra Sari"" ORCID",research_profile,2025-01-19,BATCH-2020-W46
Q-0014220,ALM-2020-04-044,202004044,Teknik Sipil,2020,LinkedIn,"""Laila Zahra Sari"" ""Software Engineer"" ""Malang""",career_context,2024-02-11,BATCH-2020-W46
Q-0014221,ALM-2020-04-045,202004045,Teknik Sipil,2020,Web Umum,"""Amelia Naufal Pratama"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-04-07,BATCH-2020-W19
Q-0014222,ALM-2020-04-045,202004045,Teknik Sipil,2020,Web Umum,"""Amelia Naufal Pratama"" ""Teknik Sipil"" ""UMM""",identity_major,2026-02-27,BATCH-2020-W19
Q-0014223,ALM-2020-04-045,202004045,Teknik Sipil,2020,Google Scholar,"""Amelia Naufal Pratama"" site:scholar.google.com",academic_profile,2026-08-12,BATCH-2020-W19
Q-0014224,ALM-2020-04-045,202004045,Teknik Sipil,2020,ORCID,"""Amelia Naufal Pratama"" ORCID",research_profile,2025-01-01,BATCH-2020-W19
Q-0014225,ALM-2020-04-045,202004045,Teknik Sipil,2020,LinkedIn,"""Amelia Naufal Pratama"" ""Analyst"" ""Malang""",career_context,2026-01-22,BATCH-2020-W19
Q-0014226,ALM-2020-04-046,202004046,Teknik Sipil,2020,Web Umum,"""Ahmad Rafi Utami"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-09-25,BATCH-2020-W13
Q-0014227,ALM-2020-04-046,202004046,Teknik Sipil,2020,Web Umum,"""Ahmad Rafi Utami"" ""Teknik Sipil"" ""UMM""",identity_major,2024-04-16,BATCH-2020-W13
Q-0014228,ALM-2020-04-046,202004046,Teknik Sipil,2020,Google Scholar,"""Ahmad Rafi Utami"" site:scholar.google.com",academic_profile,2024-09-03,BATCH-2020-W13
Q-0014229,ALM-2020-04-046,202004046,Teknik Sipil,2020,ORCID,"""Ahmad Rafi Utami"" ORCID",research_profile,2024-12-10,BATCH-2020-W13
Q-0014230,ALM-2020-04-046,202004046,Teknik Sipil,2020,LinkedIn,"""Ahmad Rafi Utami"" ""Engineer"" ""Malang""",career_context,2026-06-16,BATCH-2020-W13
Q-0014231,ALM-2020-04-047,202004047,Teknik Sipil,2020,Web Umum,"""Galih Hafiz Maulana"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2024-12-03,BATCH-2020-W15
Q-0014232,ALM-2020-04-047,202004047,Teknik Sipil,2020,Web Umum,"""Galih Hafiz Maulana"" ""Teknik Sipil"" ""UMM""",identity_major,2025-05-02,BATCH-2020-W15
Q-0014233,ALM-2020-04-047,202004047,Teknik Sipil,2020,Google Scholar,"""Galih Hafiz Maulana"" site:scholar.google.com",academic_profile,2026-04-13,BATCH-2020-W15
Q-0014234,ALM-2020-04-047,202004047,Teknik Sipil,2020,ORCID,"""Galih Hafiz Maulana"" ORCID",research_profile,2025-03-22,BATCH-2020-W15
Q-0014235,ALM-2020-04-047,202004047,Teknik Sipil,2020,LinkedIn,"""Galih Hafiz Maulana"" ""Engineer"" ""Malang""",career_context,2024-11-14,BATCH-2020-W15
Q-0014236,ALM-2020-04-048,202004048,Teknik Sipil,2020,Web Umum,"""Amelia Annisa Pratama"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-03-04,BATCH-2020-W33
Q-0014237,ALM-2020-04-048,202004048,Teknik Sipil,2020,Web Umum,"""Amelia Annisa Pratama"" ""Teknik Sipil"" ""UMM""",identity_major,2025-03-23,BATCH-2020-W33
Q-0014238,ALM-2020-04-048,202004048,Teknik Sipil,2020,Google Scholar,"""Amelia Annisa Pratama"" site:scholar.google.com",academic_profile,2025-01-13,BATCH-2020-W33
Q-0014239,ALM-2020-04-048,202004048,Teknik Sipil,2020,ORCID,"""Amelia Annisa Pratama"" ORCID",research_profile,2024-10-11,BATCH-2020-W33
Q-0014240,ALM-2020-04-048,202004048,Teknik Sipil,2020,LinkedIn,"""Amelia Annisa Pratama"" ""Engineer"" ""Malang""",career_context,2024-03-24,BATCH-2020-W33
Q-0014241,ALM-2020-04-049,202004049,Teknik Sipil,2020,Web Umum,"""Dinda Aulia Utami"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-03-15,BATCH-2020-W44
Q-0014242,ALM-2020-04-049,202004049,Teknik Sipil,2020,Web Umum,"""Dinda Aulia Utami"" ""Teknik Sipil"" ""UMM""",identity_major,2026-01-22,BATCH-2020-W44
Q-0014243,ALM-2020-04-049,202004049,Teknik Sipil,2020,Google Scholar,"""Dinda Aulia Utami"" site:scholar.google.com",academic_profile,2026-12-04,BATCH-2020-W44
Q-0014244,ALM-2020-04-049,202004049,Teknik Sipil,2020,ORCID,"""Dinda Aulia Utami"" ORCID",research_profile,2026-06-15,BATCH-2020-W44
Q-0014245,ALM-2020-04-049,202004049,Teknik Sipil,2020,LinkedIn,"""Dinda Aulia Utami"" ""Analyst"" ""Malang""",career_context,2025-08-23,BATCH-2020-W44
Q-0014246,ALM-2020-04-050,202004050,Teknik Sipil,2020,Web Umum,"""Fajar Siti Puspitasari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-11-16,BATCH-2020-W37
Q-0014247,ALM-2020-04-050,202004050,Teknik Sipil,2020,Web Umum,"""Fajar Siti Puspitasari"" ""Teknik Sipil"" ""UMM""",identity_major,2026-04-20,BATCH-2020-W37
Q-0014248,ALM-2020-04-050,202004050,Teknik Sipil,2020,Google Scholar,"""Fajar Siti Puspitasari"" site:scholar.google.com",academic_profile,2024-09-16,BATCH-2020-W37
Q-0014249,ALM-2020-04-050,202004050,Teknik Sipil,2020,ORCID,"""Fajar Siti Puspitasari"" ORCID",research_profile,2026-10-04,BATCH-2020-W37
Q-0014250,ALM-2020-04-050,202004050,Teknik Sipil,2020,LinkedIn,"""Fajar Siti Puspitasari"" ""Analyst"" ""Malang""",career_context,2025-05-13,BATCH-2020-W37
Q-0014251,ALM-2020-04-051,202004051,Teknik Sipil,2020,Web Umum,"""Rafi Bagas Firmansyah"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-10-03,BATCH-2020-W26
Q-0014252,ALM-2020-04-051,202004051,Teknik Sipil,2020,Web Umum,"""Rafi Bagas Firmansyah"" ""Teknik Sipil"" ""UMM""",identity_major,2026-07-13,BATCH-2020-W26
Q-0014253,ALM-2020-04-051,202004051,Teknik Sipil,2020,Google Scholar,"""Rafi Bagas Firmansyah"" site:scholar.google.com",academic_profile,2025-09-26,BATCH-2020-W26
Q-0014254,ALM-2020-04-051,202004051,Teknik Sipil,2020,ORCID,"""Rafi Bagas Firmansyah"" ORCID",research_profile,2026-07-28,BATCH-2020-W26
Q-0014255,ALM-2020-04-051,202004051,Teknik Sipil,2020,LinkedIn,"""Rafi Bagas Firmansyah"" ""Analyst"" ""Malang""",career_context,2026-10-05,BATCH-2020-W26
Q-0014256,ALM-2020-04-052,202004052,Teknik Sipil,2020,Web Umum,"""Fitri Safira Ananda"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-02-07,BATCH-2020-W46
Q-0014257,ALM-2020-04-052,202004052,Teknik Sipil,2020,Web Umum,"""Fitri Safira Ananda"" ""Teknik Sipil"" ""UMM""",identity_major,2025-04-08,BATCH-2020-W46
Q-0014258,ALM-2020-04-052,202004052,Teknik Sipil,2020,Google Scholar,"""Fitri Safira Ananda"" site:scholar.google.com",academic_profile,2025-03-02,BATCH-2020-W46
Q-0014259,ALM-2020-04-052,202004052,Teknik Sipil,2020,ORCID,"""Fitri Safira Ananda"" ORCID",research_profile,2026-02-26,BATCH-2020-W46
Q-0014260,ALM-2020-04-052,202004052,Teknik Sipil,2020,LinkedIn,"""Fitri Safira Ananda"" ""Consultant"" ""Malang""",career_context,2026-12-03,BATCH-2020-W46
Q-0014261,ALM-2020-04-053,202004053,Teknik Sipil,2020,Web Umum,"""Rani Hafiz Utami"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-08-07,BATCH-2020-W34
Q-0014262,ALM-2020-04-053,202004053,Teknik Sipil,2020,Web Umum,"""Rani Hafiz Utami"" ""Teknik Sipil"" ""UMM""",identity_major,2024-02-25,BATCH-2020-W34
Q-0014263,ALM-2020-04-053,202004053,Teknik Sipil,2020,Google Scholar,"""Rani Hafiz Utami"" site:scholar.google.com",academic_profile,2025-06-14,BATCH-2020-W34
Q-0014264,ALM-2020-04-053,202004053,Teknik Sipil,2020,ORCID,"""Rani Hafiz Utami"" ORCID",research_profile,2026-12-25,BATCH-2020-W34
Q-0014265,ALM-2020-04-053,202004053,Teknik Sipil,2020,LinkedIn,"""Rani Hafiz Utami"" ""Engineer"" ""Malang""",career_context,2025-03-16,BATCH-2020-W34
Q-0014266,ALM-2020-04-054,202004054,Teknik Sipil,2020,Web Umum,"""Reza Rani Puspitasari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-04-21,BATCH-2020-W03
Q-0014267,ALM-2020-04-054,202004054,Teknik Sipil,2020,Web Umum,"""Reza Rani Puspitasari"" ""Teknik Sipil"" ""UMM""",identity_major,2025-09-06,BATCH-2020-W03
Q-0014268,ALM-2020-04-054,202004054,Teknik Sipil,2020,Google Scholar,"""Reza Rani Puspitasari"" site:scholar.google.com",academic_profile,2026-12-03,BATCH-2020-W03
Q-0014269,ALM-2020-04-054,202004054,Teknik Sipil,2020,ORCID,"""Reza Rani Puspitasari"" ORCID",research_profile,2025-06-10,BATCH-2020-W03
Q-0014270,ALM-2020-04-054,202004054,Teknik Sipil,2020,LinkedIn,"""Reza Rani Puspitasari"" ""Consultant"" ""Malang""",career_context,2025-06-25,BATCH-2020-W03
Q-0014271,ALM-2020-04-055,202004055,Teknik Sipil,2020,Web Umum,"""Zahra Annisa Sari"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2026-03-28,BATCH-2020-W38
Q-0014272,ALM-2020-04-055,202004055,Teknik Sipil,2020,Web Umum,"""Zahra Annisa Sari"" ""Teknik Sipil"" ""UMM""",identity_major,2025-05-09,BATCH-2020-W38
Q-0014273,ALM-2020-04-055,202004055,Teknik Sipil,2020,Google Scholar,"""Zahra Annisa Sari"" site:scholar.google.com",academic_profile,2026-09-06,BATCH-2020-W38
Q-0014274,ALM-2020-04-055,202004055,Teknik Sipil,2020,ORCID,"""Zahra Annisa Sari"" ORCID",research_profile,2026-09-24,BATCH-2020-W38
Q-0014275,ALM-2020-04-055,202004055,Teknik Sipil,2020,LinkedIn,"""Zahra Annisa Sari"" ""Consultant"" ""Malang""",career_context,2026-08-18,BATCH-2020-W38
Q-0014276,ALM-2020-04-056,202004056,Teknik Sipil,2020,Web Umum,"""Dewi Intan Santoso"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2025-02-15,BATCH-2020-W38
Q-0014277,ALM-2020-04-056,202004056,Teknik Sipil,2020,Web Umum,"""Dewi Intan Santoso"" ""Teknik Sipil"" ""UMM""",identity_major,2026-01-09,BATCH-2020-W38
Q-0014278,ALM-2020-04-056,202004056,Teknik Sipil,2020,Google Scholar,"""Dewi Intan Santoso"" site:scholar.google.com",academic_profile,2025-10-05,BATCH-2020-W38
Q-0014279,ALM-2020-04-056,202004056,Teknik Sipil,2020,ORCID,"""Dewi Intan Santoso"" ORCID",research_profile,2026-07-09,BATCH-2020-W38
Q-0014280,ALM-2020-04-056,202004056,Teknik Sipil,2020,LinkedIn,"""Dewi Intan Santoso"" ""Engineer"" ""Malang""",career_context,2025-03-06,BATCH-2020-W38
Q-0014281,ALM-2020-04-057,202004057,Teknik Sipil,2020,Web Umum,"""Arif Nabila Saputra"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2024-06-23,BATCH-2020-W09
Q-0014282,ALM-2020-04-057,202004057,Teknik Sipil,2020,Web Umum,"""Arif Nabila Saputra"" ""Teknik Sipil"" ""UMM""",identity_major,2024-01-05,BATCH-2020-W09
Q-0014283,ALM-2020-04-057,202004057,Teknik Sipil,2020,Google Scholar,"""Arif Nabila Saputra"" site:scholar.google.com",academic_profile,2025-03-04,BATCH-2020-W09
Q-0014284,ALM-2020-04-057,202004057,Teknik Sipil,2020,ORCID,"""Arif Nabila Saputra"" ORCID",research_profile,2024-02-27,BATCH-2020-W09
Q-0014285,ALM-2020-04-057,202004057,Teknik Sipil,2020,LinkedIn,"""Arif Nabila Saputra"" ""Software Engineer"" ""Malang""",career_context,2025-06-06,BATCH-2020-W09
Q-0014286,ALM-2020-04-058,202004058,Teknik Sipil,2020,Web Umum,"""Reza Annisa Utami"" ""Universitas Muhammadiyah Malang""",identity_affiliation,2024-10-09,BATCH-2020-W33
Q-0014287,ALM-2020-04-058,202004058,Teknik Sipil,2020,Web Umum,"""Reza Annisa Utami"" ""Teknik Sipil"" ""UMM""",identity_major,2026-02-26,BATCH-2020-W33
Q-0014288,ALM-2020-04-058,202004058,Teknik Sipil,2020,Google Scholar,"""Reza Annisa Utami"" site:scholar.google.com",academic_profile,2026-06-02,BATCH-2020-W33
Q-0014289,ALM-2020-04-058,202004058,Teknik Sipil,2020,ORCID,"""Reza Annisa Utami"" ORCID",research_profile,2026-01-23,BATCH-2020-W33
