alumni_id,nim,nama_lengkap,nama_variasi,jenis_kelamin,tanggal_lahir,kota_asal,fakultas,prodi,angkatan,tahun_lulus,ipk,predikat,email,no_hp,kata_kunci_afiliasi,kata_kunci_konteks,target_role,instansi_terakhir,lokasi_terakhir,status_pelacakan,confidence_score,sumber_terakhir,tanggal_update
ALM-2018-01-001,201801001,Muhammad Hafiz Kusuma,Muhammad Hafiz Kusuma | M. Hafiz Kusuma | Muhammad H. | Hafiz Kusuma M.,L,2001-07-03,Sidoarjo,Fakultas Teknik,Informatika,2018,2022,3.56,Cumlaude,muhammad.hafiz.kusuma1@alumni.umm.ac.id,089963334018,Universitas Muhammadiyah Malang | UMM,Informatika | Angkatan 2018 | Lulus 2022 | Sidoarjo,QA Engineer,PT Telkom Indonesia,Malang,Belum Dilacak,0.0,Belum Ada,2024-10-01
ALM-2019-04-092,201904092,Rendra Hafiz Firmansyah,Rendra Hafiz Firmansyah | R. Hafiz Firmansyah | Rendra H. | Hafiz Firmansyah R.,L,2008-06-14,Kediri,Fakultas Teknik,Teknik Sipil,2019,2023,2.97,Memuaskan,rendra.hafiz.firmansyah92@alumni.umm.ac.id,082558629876,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Kediri,Structural Engineer,PT Gudang Garam,Malang,Belum Dilacak,0.0,Belum Ada,2024-04-07
ALM-2019-04-093,201904093,Melati Ilham Setiawan,Melati Ilham Setiawan | M. Ilham Setiawan | Melati I. | Ilham Setiawan M.,P,2003-12-20,Pasuruan,Fakultas Teknik,Teknik Sipil,2019,2024,2.82,Memuaskan,melati.ilham.setiawan93@alumni.umm.ac.id,083916253772,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2024 | Pasuruan,Quantity Surveyor,PT Unilever Indonesia,Sidoarjo,Belum Dilacak,0.0,Belum Ada,2026-06-24
ALM-2019-04-094,201904094,Dewi Iqbal Santoso,Dewi Iqbal Santoso | D. Iqbal Santoso | Dewi I. | Iqbal Santoso D.,P,2001-11-14,Mojokerto,Fakultas Teknik,Teknik Sipil,2019,2023,2.86,Memuaskan,dewi.iqbal.santoso94@alumni.umm.ac.id,081017968515,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Mojokerto,Site Engineer,PT Astra International,Kediri,Belum Dilacak,0.0,Belum Ada,2024-02-22
ALM-2019-04-095,201904095,Nabila Naufal Kurniawan,Nabila Naufal Kurniawan | N. Naufal Kurniawan | Nabila N. | Naufal Kurniawan N.,P,2005-02-13,Kediri,Fakultas Teknik,Teknik Sipil,2019,2023,3.72,Cumlaude,nabila.naufal.kurniawan95@alumni.umm.ac.id,082066949210,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Kediri,Project Engineer,PT Pupuk Kaltim,Kediri,Belum Dilacak,0.0,Belum Ada,2025-08-08
ALM-2019-04-096,201904096,Adit Aulia Hidayat,Adit Aulia Hidayat | A. Aulia Hidayat | Adit A. | Aulia Hidayat A.,L,2008-02-24,Kediri,Fakultas Teknik,Teknik Sipil,2019,2023,3.57,Cumlaude,adit.aulia.hidayat96@alumni.umm.ac.id,084081073892,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Kediri,Project Engineer,PT BCA,Gresik,Belum Dilacak,0.0,Belum Ada,2023-12-07
ALM-2019-04-097,201904097,Rizka Laila Putra,Rizka Laila Putra | R. Laila Putra | Rizka L. | Laila Putra R.,P,2002-08-27,Jember,Fakultas Teknik,Teknik Sipil,2019,2023,3.41,Sangat Memuaskan,rizka.laila.putra97@alumni.umm.ac.id,083108105709,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Jember,Project Engineer,PT Astra International,Malang,Belum Dilacak,0.0,Belum Ada,2024-12-11
ALM-2019-04-098,201904098,Laila Rizky Wibowo,Laila Rizky Wibowo | L. Rizky Wibowo | Laila R. | Rizky Wibowo L.,P,2007-10-08,Mojokerto,Fakultas Teknik,Teknik Sipil,2019,2023,3.49,Sangat Memuaskan,laila.rizky.wibowo98@alumni.umm.ac.id,082256733151,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Mojokerto,Quantity Surveyor,Startup Nusantara,Mojokerto,Belum Dilacak,0.0,Belum Ada,2023-06-24
ALM-2019-04-099,201904099,Laila Dewi Hidayat,Laila Dewi Hidayat | L. Dewi Hidayat | Laila D. | Dewi Hidayat L.,P,2005-06-19,Gresik,Fakultas Teknik,Teknik Sipil,2019,2024,2.78,Memuaskan,laila.dewi.hidayat99@alumni.umm.ac.id,084232721504,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2024 | Gresik,Estimator,PT Unilever Indonesia,Pasuruan,Teridentifikasi dari sumber publik,0.85,Website Perusahaan,2024-06-12
ALM-2019-04-100,201904100,Dimas Dinda Setiawan,Dimas Dinda Setiawan | D. Dinda Setiawan | Dimas D. | Dinda Setiawan D.,L,2007-06-23,Gresik,Fakultas Teknik,Teknik Sipil,2019,2023,3.92,Cumlaude,dimas.dinda.setiawan100@alumni.umm.ac.id,089562519605,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Gresik,Estimator,PT Telkom Indonesia,Surabaya,Belum Dilacak,0.0,Belum Ada,2023-11-15
ALM-2019-04-101,201904101,Reza Rendra Rahmawati,Reza Rendra Rahmawati | R. Rendra Rahmawati | Reza R. | Rendra Rahmawati R.,L,2008-04-20,Blitar,Fakultas Teknik,Teknik Sipil,2019,2024,3.32,Sangat Memuaskan,reza.rendra.rahmawati101@alumni.umm.ac.id,088196840339,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2024 | Blitar,Project Engineer,UMKM Digital Malang,Pasuruan,Belum Dilacak,0.0,Belum Ada,2026-10-18
ALM-2019-04-102,201904102,Aulia Nisa Pratama,Aulia Nisa Pratama | A. Nisa Pratama | Aulia N. | Nisa Pratama A.,P,2008-08-30,Kediri,Fakultas Teknik,Teknik Sipil,2019,2023,3.36,Sangat Memuaskan,aulia.nisa.pratama102@alumni.umm.ac.id,087922382969,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Kediri,Estimator,PT Pupuk Kaltim,Kediri,Perlu Verifikasi Manual,0.69,ResearchGate,2024-05-26
ALM-2019-04-103,201904103,Safira Bagas Hidayat,Safira Bagas Hidayat | S. Bagas Hidayat | Safira B. | Bagas Hidayat S.,P,2006-01-09,Kediri,Fakultas Teknik,Teknik Sipil,2019,2024,2.94,Memuaskan,safira.bagas.hidayat103@alumni.umm.ac.id,081725987965,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2024 | Kediri,Site Engineer,PT Unilever Indonesia,Gresik,Teridentifikasi dari sumber publik,0.92,ORCID,2026-05-26
ALM-2019-04-104,201904104,Wahyu Laila Ramadhan,Wahyu Laila Ramadhan | W. Laila Ramadhan | Wahyu L. | Laila Ramadhan W.,L,2000-05-14,Gresik,Fakultas Teknik,Teknik Sipil,2019,2023,3.29,Sangat Memuaskan,wahyu.laila.ramadhan104@alumni.umm.ac.id,082615260432,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Gresik,Quantity Surveyor,PT Gudang Garam,Batu,Teridentifikasi dari sumber publik,0.82,Website Perusahaan,2024-06-03
ALM-2019-04-105,201904105,Iqbal Nisa Nugroho,Iqbal Nisa Nugroho | I. Nisa Nugroho | Iqbal N. | Nisa Nugroho I.,L,2004-10-25,Sidoarjo,Fakultas Teknik,Teknik Sipil,2019,2023,2.83,Memuaskan,iqbal.nisa.nugroho105@alumni.umm.ac.id,082622262713,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Sidoarjo,Estimator,UMKM Digital Malang,Sidoarjo,Belum Dilacak,0.0,Belum Ada,2025-08-26
ALM-2019-04-106,201904106,Ahmad Farhan Putra,Ahmad Farhan Putra | A. Farhan Putra | Ahmad F. | Farhan Putra A.,L,2006-04-20,Gresik,Fakultas Teknik,Teknik Sipil,2019,2023,3.18,Sangat Memuaskan,ahmad.farhan.putra106@alumni.umm.ac.id,087865491644,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Gresik,Quantity Surveyor,PT Pertamina,Kediri,Teridentifikasi dari sumber publik,0.9,ResearchGate,2025-05-03
ALM-2019-04-107,201904107,Reza Aulia Hidayat,Reza Aulia Hidayat | R. Aulia Hidayat | Reza A. | Aulia Hidayat R.,L,2005-02-18,Mojokerto,Fakultas Teknik,Teknik Sipil,2019,2023,3.56,Cumlaude,reza.aulia.hidayat107@alumni.umm.ac.id,089723302803,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Mojokerto,Site Engineer,PT PLN,Malang,Belum Dilacak,0.0,Belum Ada,2025-12-06
ALM-2019-04-108,201904108,Iqbal Ahmad Kusuma,Iqbal Ahmad Kusuma | I. Ahmad Kusuma | Iqbal A. | Ahmad Kusuma I.,L,2007-09-30,Jember,Fakultas Teknik,Teknik Sipil,2019,2023,3.36,Sangat Memuaskan,iqbal.ahmad.kusuma108@alumni.umm.ac.id,087466454331,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Jember,Estimator,PT BCA,Gresik,Perlu Verifikasi Manual,0.61,LinkedIn,2023-03-14
ALM-2019-04-109,201904109,Rizka Dinda Nugroho,Rizka Dinda Nugroho | R. Dinda Nugroho | Rizka D. | Dinda Nugroho R.,P,2008-09-08,Mojokerto,Fakultas Teknik,Teknik Sipil,2019,2023,3.68,Cumlaude,rizka.dinda.nugroho109@alumni.umm.ac.id,089901992480,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Mojokerto,Structural Engineer,PT PLN,Mojokerto,Belum Dilacak,0.0,Belum Ada,2023-09-10
ALM-2019-04-110,201904110,Ahmad Fitri Ananda,Ahmad Fitri Ananda | A. Fitri Ananda | Ahmad F. | Fitri Ananda A.,L,2005-05-23,Pasuruan,Fakultas Teknik,Teknik Sipil,2019,2023,3.9,Cumlaude,ahmad.fitri.ananda110@alumni.umm.ac.id,082122798284,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Pasuruan,Site Engineer,PT Unilever Indonesia,Surabaya,Belum Dilacak,0.0,Belum Ada,2023-09-28
ALM-2019-04-111,201904111,Dewi Nadya Hidayat,Dewi Nadya Hidayat | D. Nadya Hidayat | Dewi N. | Nadya Hidayat D.,P,2005-09-16,Surabaya,Fakultas Teknik,Teknik Sipil,2019,2023,2.88,Memuaskan,dewi.nadya.hidayat111@alumni.umm.ac.id,086954742292,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Surabaya,Structural Engineer,UMKM Digital Malang,Pasuruan,Belum Dilacak,0.0,Belum Ada,2023-01-05
ALM-2019-04-112,201904112,Fajar Ilham Permata,Fajar Ilham Permata | F. Ilham Permata | Fajar I. | Ilham Permata F.,L,2004-06-27,Mojokerto,Fakultas Teknik,Teknik Sipil,2019,2023,3.29,Sangat Memuaskan,fajar.ilham.permata112@alumni.umm.ac.id,084226361338,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Mojokerto,Estimator,PT Pertamina,Gresik,Perlu Verifikasi Manual,0.61,ORCID,2025-09-18
ALM-2019-04-113,201904113,Rizky Annisa Maulana,Rizky Annisa Maulana | R. Annisa Maulana | Rizky A. | Annisa Maulana R.,L,2005-11-07,Sidoarjo,Fakultas Teknik,Teknik Sipil,2019,2023,3.25,Sangat Memuaskan,rizky.annisa.maulana113@alumni.umm.ac.id,082124046759,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Sidoarjo,Quantity Surveyor,PT Astra International,Sidoarjo,Perlu Verifikasi Manual,0.5,ResearchGate,2023-09-19
ALM-2019-04-114,201904114,Muhammad Laila Sari,Muhammad Laila Sari | M. Laila Sari | Muhammad L. | Laila Sari M.,L,2001-07-11,Surabaya,Fakultas Teknik,Teknik Sipil,2019,2023,2.77,Memuaskan,muhammad.laila.sari114@alumni.umm.ac.id,085593227647,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Surabaya,Structural Engineer,Startup Nusantara,Sidoarjo,Teridentifikasi dari sumber publik,0.79,ResearchGate,2025-03-05
ALM-2019-04-115,201904115,Hafiz Ahmad Permata,Hafiz Ahmad Permata | H. Ahmad Permata | Hafiz A. | Ahmad Permata H.,L,2001-05-31,Pasuruan,Fakultas Teknik,Teknik Sipil,2019,2023,2.96,Memuaskan,hafiz.ahmad.permata115@alumni.umm.ac.id,084638930525,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Pasuruan,Structural Engineer,PT BCA,Malang,Belum Dilacak,0.0,Belum Ada,2024-10-13
ALM-2019-04-116,201904116,Bagas Intan Saputra,Bagas Intan Saputra | B. Intan Saputra | Bagas I. | Intan Saputra B.,L,2004-03-21,Pasuruan,Fakultas Teknik,Teknik Sipil,2019,2023,3.82,Cumlaude,bagas.intan.saputra116@alumni.umm.ac.id,081673105009,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Pasuruan,Estimator,PT Astra International,Malang,Teridentifikasi dari sumber publik,0.88,Website Perusahaan,2023-07-24
ALM-2019-04-117,201904117,Rafi Adit Kusuma,Rafi Adit Kusuma | R. Adit Kusuma | Rafi A. | Adit Kusuma R.,L,2001-04-27,Kediri,Fakultas Teknik,Teknik Sipil,2019,2023,2.88,Memuaskan,rafi.adit.kusuma117@alumni.umm.ac.id,086100246117,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Kediri,Project Engineer,PT Astra International,Surabaya,Belum Dilacak,0.0,Belum Ada,2024-07-04
ALM-2019-04-118,201904118,Rani Rizky Sari,Rani Rizky Sari | R. Rizky Sari | Rani R. | Rizky Sari R.,P,2006-06-19,Surabaya,Fakultas Teknik,Teknik Sipil,2019,2023,2.87,Memuaskan,rani.rizky.sari118@alumni.umm.ac.id,081539342030,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Surabaya,Structural Engineer,PT Semen Indonesia,Pasuruan,Belum Dilacak,0.0,Belum Ada,2023-05-01
ALM-2019-04-119,201904119,Nadya Andi Nugroho,Nadya Andi Nugroho | N. Andi Nugroho | Nadya A. | Andi Nugroho N.,P,2002-10-16,Batu,Fakultas Teknik,Teknik Sipil,2019,2024,3.25,Sangat Memuaskan,nadya.andi.nugroho119@alumni.umm.ac.id,082025894383,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2024 | Batu,Structural Engineer,PT Telkom Indonesia,Gresik,Teridentifikasi dari sumber publik,0.82,Website Perusahaan,2025-08-09
ALM-2019-04-120,201904120,Bagas Syifa Rahmawati,Bagas Syifa Rahmawati | B. Syifa Rahmawati | Bagas S. | Syifa Rahmawati B.,L,2005-08-05,Kediri,Fakultas Teknik,Teknik Sipil,2019,2023,3.59,Cumlaude,bagas.syifa.rahmawati120@alumni.umm.ac.id,087668454864,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Kediri,Site Engineer,PT Semen Indonesia,Sidoarjo,Teridentifikasi dari sumber publik,0.87,LinkedIn,2023-12-10
ALM-2019-04-121,201904121,Laila Farhan Rahmawati,Laila Farhan Rahmawati | L. Farhan Rahmawati | Laila F. | Farhan Rahmawati L.,P,2002-01-02,Jember,Fakultas Teknik,Teknik Sipil,2019,2023,2.76,Memuaskan,laila.farhan.rahmawati121@alumni.umm.ac.id,081076414131,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Jember,Structural Engineer,PT BCA,Kediri,Perlu Verifikasi Manual,0.57,Belum Ada,2025-12-23
ALM-2019-04-122,201904122,Zahra Wahyu Hidayat,Zahra Wahyu Hidayat | Z. Wahyu Hidayat | Zahra W. | Wahyu Hidayat Z.,P,1999-08-29,Surabaya,Fakultas Teknik,Teknik Sipil,2019,2023,3.67,Cumlaude,zahra.wahyu.hidayat122@alumni.umm.ac.id,081091296151,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Surabaya,Project Engineer,PT Pertamina,Malang,Belum Dilacak,0.0,Belum Ada,2023-10-17
ALM-2019-04-123,201904123,Iqbal Ahmad Kurniawan,Iqbal Ahmad Kurniawan | I. Ahmad Kurniawan | Iqbal A. | Ahmad Kurniawan I.,L,2000-04-04,Pasuruan,Fakultas Teknik,Teknik Sipil,2019,2023,2.79,Memuaskan,iqbal.ahmad.kurniawan123@alumni.umm.ac.id,089456944029,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Pasuruan,Site Engineer,UMKM Digital Malang,Batu,Perlu Verifikasi Manual,0.57,ResearchGate,2024-11-12
ALM-2019-04-124,201904124,Ilham Intan Rahmawati,Ilham Intan Rahmawati | I. Intan Rahmawati | Ilham I. | Intan Rahmawati I.,L,2008-12-05,Jember,Fakultas Teknik,Teknik Sipil,2019,2023,3.54,Cumlaude,ilham.intan.rahmawati124@alumni.umm.ac.id,087147312219,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Jember,Quantity Surveyor,PT Unilever Indonesia,Mojokerto,Perlu Verifikasi Manual,0.65,Google Scholar,2023-03-01
ALM-2019-04-125,201904125,Fitri Amelia Permata,Fitri Amelia Permata | F. Amelia Permata | Fitri A. | Amelia Permata F.,P,2008-12-23,Malang,Fakultas Teknik,Teknik Sipil,2019,2023,3.21,Sangat Memuaskan,fitri.amelia.permata125@alumni.umm.ac.id,088188169221,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Malang,Project Engineer,PT BCA,Pasuruan,Belum Dilacak,0.0,Belum Ada,2023-05-10
ALM-2019-04-126,201904126,Farhan Bagas Firmansyah,Farhan Bagas Firmansyah | F. Bagas Firmansyah | Farhan B. | Bagas Firmansyah F.,L,2003-11-29,Blitar,Fakultas Teknik,Teknik Sipil,2019,2023,3.01,Sangat Memuaskan,farhan.bagas.firmansyah126@alumni.umm.ac.id,089004223063,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Blitar,Estimator,PT Gudang Garam,Kediri,Belum Dilacak,0.0,Belum Ada,2023-01-05
ALM-2019-04-127,201904127,Naufal Fitri Sari,Naufal Fitri Sari | N. Fitri Sari | Naufal F. | Fitri Sari N.,L,2002-06-03,Pasuruan,Fakultas Teknik,Teknik Sipil,2019,2023,3.92,Cumlaude,naufal.fitri.sari127@alumni.umm.ac.id,089235124823,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Pasuruan,Project Engineer,PT Pupuk Kaltim,Sidoarjo,Belum Dilacak,0.0,Belum Ada,2024-11-03
ALM-2019-04-128,201904128,Rendra Ahmad Firmansyah,Rendra Ahmad Firmansyah | R. Ahmad Firmansyah | Rendra A. | Ahmad Firmansyah R.,L,2004-11-02,Sidoarjo,Fakultas Teknik,Teknik Sipil,2019,2023,3.14,Sangat Memuaskan,rendra.ahmad.firmansyah128@alumni.umm.ac.id,085795020588,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Sidoarjo,Quantity Surveyor,Startup Nusantara,Blitar,Belum Dilacak,0.0,Belum Ada,2023-07-01
ALM-2019-04-129,201904129,Nadya Bagas Ananda,Nadya Bagas Ananda | N. Bagas Ananda | Nadya B. | Bagas Ananda N.,P,1999-08-31,Jember,Fakultas Teknik,Teknik Sipil,2019,2023,2.95,Memuaskan,nadya.bagas.ananda129@alumni.umm.ac.id,082559096373,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Jember,Estimator,PT Astra International,Gresik,Teridentifikasi dari sumber publik,0.79,ORCID,2025-02-15
ALM-2019-04-130,201904130,Intan Rafi Puspitasari,Intan Rafi Puspitasari | I. Rafi Puspitasari | Intan R. | Rafi Puspitasari I.,P,1999-04-26,Batu,Fakultas Teknik,Teknik Sipil,2019,2023,3.11,Sangat Memuaskan,intan.rafi.puspitasari130@alumni.umm.ac.id,085592453261,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Batu,Estimator,PT BCA,Malang,Belum Dilacak,0.0,Belum Ada,2024-10-02
ALM-2019-04-131,201904131,Fitri Hafiz Puspitasari,Fitri Hafiz Puspitasari | F. Hafiz Puspitasari | Fitri H. | Hafiz Puspitasari F.,P,2000-11-05,Mojokerto,Fakultas Teknik,Teknik Sipil,2019,2023,3.28,Sangat Memuaskan,fitri.hafiz.puspitasari131@alumni.umm.ac.id,083635240798,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Mojokerto,Project Engineer,PT Gudang Garam,Jember,Teridentifikasi dari sumber publik,0.94,LinkedIn,2025-03-26
ALM-2019-04-132,201904132,Amelia Rani Rahmawati,Amelia Rani Rahmawati | A. Rani Rahmawati | Amelia R. | Rani Rahmawati A.,P,2000-07-13,Malang,Fakultas Teknik,Teknik Sipil,2019,2024,3.09,Sangat Memuaskan,amelia.rani.rahmawati132@alumni.umm.ac.id,087354444747,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2024 | Malang,Estimator,PT Pupuk Kaltim,Mojokerto,Perlu Verifikasi Manual,0.57,ORCID,2024-09-09
ALM-2019-04-133,201904133,Siti Dimas Wibowo,Siti Dimas Wibowo | S. Dimas Wibowo | Siti D. | Dimas Wibowo S.,P,2001-10-12,Batu,Fakultas Teknik,Teknik Sipil,2019,2023,3.18,Sangat Memuaskan,siti.dimas.wibowo133@alumni.umm.ac.id,084791540881,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Batu,Structural Engineer,PT Gudang Garam,Sidoarjo,Belum Dilacak,0.0,Belum Ada,2023-03-17
ALM-2019-04-134,201904134,Safira Reza Santoso,Safira Reza Santoso | S. Reza Santoso | Safira R. | Reza Santoso S.,P,2001-09-03,Mojokerto,Fakultas Teknik,Teknik Sipil,2019,2023,3.14,Sangat Memuaskan,safira.reza.santoso134@alumni.umm.ac.id,082432642454,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Mojokerto,Site Engineer,PT Bank Mandiri,Sidoarjo,Perlu Verifikasi Manual,0.67,Belum Ada,2025-07-11
ALM-2019-04-135,201904135,Hafiz Bagas Firmansyah,Hafiz Bagas Firmansyah | H. Bagas Firmansyah | Hafiz B. | Bagas Firmansyah H.,L,2007-11-17,Mojokerto,Fakultas Teknik,Teknik Sipil,2019,2023,3.68,Cumlaude,hafiz.bagas.firmansyah135@alumni.umm.ac.id,084677564639,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Mojokerto,Structural Engineer,PT Telkom Indonesia,Kediri,Belum Dilacak,0.0,Belum Ada,2024-04-01
ALM-2019-04-136,201904136,Ahmad Adit Puspitasari,Ahmad Adit Puspitasari | A. Adit Puspitasari | Ahmad A. | Adit Puspitasari A.,L,2004-11-29,Blitar,Fakultas Teknik,Teknik Sipil,2019,2023,2.88,Memuaskan,ahmad.adit.puspitasari136@alumni.umm.ac.id,087334030288,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Blitar,Quantity Surveyor,PT Gudang Garam,Sidoarjo,Teridentifikasi dari sumber publik,0.94,Website Perusahaan,2025-02-24
ALM-2019-04-137,201904137,Yusuf Muhammad Ananda,Yusuf Muhammad Ananda | Y. Muhammad Ananda | Yusuf M. | Muhammad Ananda Y.,L,2008-11-18,Surabaya,Fakultas Teknik,Teknik Sipil,2019,2024,2.79,Memuaskan,yusuf.muhammad.ananda137@alumni.umm.ac.id,087378181006,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2024 | Surabaya,Estimator,PT Astra International,Blitar,Belum Dilacak,0.0,Belum Ada,2026-02-10
ALM-2019-04-138,201904138,Galih Nadya Putra,Galih Nadya Putra | G. Nadya Putra | Galih N. | Nadya Putra G.,L,2004-04-12,Gresik,Fakultas Teknik,Teknik Sipil,2019,2023,3.04,Sangat Memuaskan,galih.nadya.putra138@alumni.umm.ac.id,088735172451,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Gresik,Quantity Surveyor,PT Pupuk Kaltim,Jember,Teridentifikasi dari sumber publik,0.89,ResearchGate,2025-03-19
ALM-2019-04-139,201904139,Intan Dinda Kusuma,Intan Dinda Kusuma | I. Dinda Kusuma | Intan D. | Dinda Kusuma I.,P,2000-11-03,Pasuruan,Fakultas Teknik,Teknik Sipil,2019,2023,2.95,Memuaskan,intan.dinda.kusuma139@alumni.umm.ac.id,086275774437,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Pasuruan,Site Engineer,PT Bank Mandiri,Batu,Belum Dilacak,0.0,Belum Ada,2023-06-14
ALM-2019-04-140,201904140,Safira Reza Santoso,Safira Reza Santoso | S. Reza Santoso | Safira R. | Reza Santoso S.,P,1999-09-15,Gresik,Fakultas Teknik,Teknik Sipil,2019,2023,2.98,Memuaskan,safira.reza.santoso140@alumni.umm.ac.id,089129441366,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Gresik,Quantity Surveyor,PT Unilever Indonesia,Gresik,Belum Dilacak,0.0,Belum Ada,2025-08-13
ALM-2019-04-141,201904141,Naufal Rizky Sari,Naufal Rizky Sari | N. Rizky Sari | Naufal R. | Rizky Sari N.,L,2008-02-02,Surabaya,Fakultas Teknik,Teknik Sipil,2019,2023,3.31,Sangat Memuaskan,naufal.rizky.sari141@alumni.umm.ac.id,081031928126,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Surabaya,Estimator,PT Pertamina,Gresik,Belum Dilacak,0.0,Belum Ada,2024-05-24
ALM-2019-04-142,201904142,Adit Farhan Puspitasari,Adit Farhan Puspitasari | A. Farhan Puspitasari | Adit F. | Farhan Puspitasari A.,L,1999-07-05,Surabaya,Fakultas Teknik,Teknik Sipil,2019,2023,3.91,Cumlaude,adit.farhan.puspitasari142@alumni.umm.ac.id,082128690493,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Surabaya,Estimator,PT PLN,Gresik,Belum Dilacak,0.0,Belum Ada,2024-12-04
ALM-2019-04-143,201904143,Fitri Arif Putra,Fitri Arif Putra | F. Arif Putra | Fitri A. | Arif Putra F.,P,2000-05-24,Surabaya,Fakultas Teknik,Teknik Sipil,2019,2023,3.64,Cumlaude,fitri.arif.putra143@alumni.umm.ac.id,086527408992,Universitas Muhammadiyah Malang | UMM,Teknik Sipil | Angkatan 2019 | Lulus 2023 | Surabaya,Quantity Surveyor,PT Pertamina,Malang,Belum Dilacak,0.0,Belum Ada,2024-09-16
